Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening,State,FIPS,Latitude,Longitude,WNV_Corvid_Count,WNV_NonCorvid_Count,Total_Bird_WNV_Count,Mos_WNV_Count,Horse_WNV_Count,Date,avg_u10,avg_v10,avg_t2m,avg_lai_hv,avg_lai_lv,avg_src,avg_sf,avg_ssr,avg_sro,avg_e,avg_tp,avg_swvl1,max_u10,min_u10,max_v10,min_v10,max_t2m,min_t2m,max_lai_hv,min_lai_hv,max_lai_lv,min_lai_lv,max_src,min_src,max_sf,min_sf,max_ssr,min_ssr,max_sro,min_sro,max_e,min_e,max_tp,min_tp,max_swvl1,min_swvl1,Evergreen/Deciduous Needleleaf Trees,Evergreen Broadleaf Trees,Deciduous Broadleaf Trees,Mixed Trees,Shrub,Herbaceous,Culture/Managed,Wetland,Urban/Built,Snow/Ice,Barren,Water,Population,PD
2003,edmunds,Human infections,8.0,0.0,2.0,south dakota,46045.0,45.44,-99.02,,,,,,2003-01-01,0.2894780682782603,-0.2139008951921984,280.6095285075984,2.1441513936813554,1.2203105074085598,2.25044765201882e-05,0.0001447175444448,4312246.649999998,2.05508490692671e-05,-0.0005660141936235,0.0008979830272138,0.2779391602804398,1.8280902,-2.2897987,1.5479674,-1.8585736,301.58823,260.31552,2.155313,2.1391852,2.0225654,0.7561296,9.55399e-05,3.212277e-06,0.00082677323,-9.313226e-10,21058312.0,1.0,0.00029011443,-9.313226e-10,-2.1024607e-07,-0.0037212486,0.0046493188,3.2678246e-05,0.37062457,0.168303,0,0,0,0,0,0,100,0,0,0,0,0,4196,-0.337291596
2006,mclean,Human infections and non-human activity,3.0,3.0,0.0,illinois,17113.0,40.47,-88.97,0.0,1.0,1.0,9.0,0.0,2006-01-01,0.5929464462685256,0.5668758398865998,285.08462610114105,2.324574713511009,1.8849708867399664,5.799610010660825e-05,6.400188494932977e-05,4710860.445547945,0.0001190576708735,-0.0009894507040097,0.0018687783695808,0.3362729097065858,2.0042992,-0.98302233,1.8417244,-0.5214474,301.80548,268.49075,2.8095467,2.134393,2.9405448,1.4699615,0.00013291455,6.3480693e-06,0.00058200676,-9.313226e-10,19436614.0,1.0,0.000506239,2.5415793e-06,-4.9551483e-05,-0.0047899727,0.0044864193,0.00018666498,0.3827344,0.23611358,0,0,0,3,0,17,0,0,80,0,0,0,162925,1.280333589
2021,montgomery,Human infections and non-human activity,2.0,2.0,2.0,texas,48339.0,30.32,-95.47,0.0,0.0,0.0,121.0,0.0,2021-01-01,-0.4113396049362338,0.6741289360065981,293.4643391230334,4.343014456474615,2.737850357081791,0.0001053798799634,3.077556596022765e-05,4926324.084589038,0.0003013535922597,-0.0012480817418641,0.0020762699203285,0.3406132065065919,0.6216373,-1.1993607,1.9768476,-0.5848019,304.67242,279.95404,4.6353927,3.8921337,3.0049863,2.3340116,0.00030422353,1.877654e-05,0.00037474744,-9.313226e-10,17384140.0,1.0,0.0042075594,5.075708e-07,-5.068723e-05,-0.004612672,0.012657141,5.050376e-05,0.39266923,0.27675915,0,0,0,4,0,25,0,0,71,0,0,0,"648,886",1.20655424
2020,madison,Non-human activity,,,,new york,36053.0,42.91277224,-75.66966382,0.0,0.0,0.0,0.0,0.0,2020-01-01,0.919677273008993,0.5729769852236323,281.53403141459484,2.390247324451072,2.384185791015625e-07,0.0001071473954573,0.0004725045527082,4555164.885245903,0.0001525081773008,-0.0009229594573303,0.0021773473330381,0.3685885948724434,2.1177418,0.24298084,1.4415517,-0.612767,299.43466,267.60828,4.0832705,1.0725417,2.3841858e-07,2.3841858e-07,0.00021287744,3.4927187e-05,0.0027761739,-9.313226e-10,18856916.0,1.0,0.00071524363,3.3043325e-06,-4.4756103e-05,-0.0047315457,0.005553931,0.00033520535,0.40678415,0.30796832,0,0,41,10,0,7,41,0,0,0,0,0,"67,890",0.586852694
2016,blaine,Human infections and non-human activity,0.0,0.0,1.0,montana,30005.0,48.47,-109.21,0.0,0.0,0.0,0.0,0.0,2016-01-01,1.4951526632155876,0.3050874703324558,281.31923020993435,4.570737975542665,1.100730519477136,2.753378788331815e-05,0.0001827177650147,4310553.202185794,1.215316861603267e-05,-0.0005909291559148,0.0010779612058967,0.2805048908244392,4.2734084,-0.5341395,1.2655945,-1.1876595,298.39426,262.7793,4.5805583,4.5649834,1.5330967,0.83668137,9.838253e-05,3.1867821e-06,0.0007773023,-9.313226e-10,22204920.0,1.0,0.00011263788,-9.313226e-10,-3.0117808e-05,-0.0039152065,0.004793898,7.1793795e-05,0.3620491,0.17431827,0,0,0,23,6,62,8,0,0,0,0,0,"6,716",-0.979912318
2002,lycoming,Human infections and non-human activity,1.0,1.0,0.0,pennsylvania,42081.0,41.23,-77.03,20.0,0.0,20.0,0.0,1.0,2002-01-01,0.6869334510744431,-0.0070519630223104,283.09864058821165,2.982409242081315,2.8474485188314365,0.0001092422165116,0.0002459432317377,4876963.568150683,0.0001805282561491,-0.0009145871816643,0.0019776898908288,0.3581934254565466,1.8098263,-0.10274899,0.9767871,-0.46403247,300.29025,267.35968,4.563601,1.7736843,2.9773064,2.7481537,0.00025281426,2.369695e-05,0.0020221518,-9.313226e-10,19051976.0,1.0,0.00060184207,5.075708e-07,-4.4125132e-05,-0.0044073574,0.00505335,6.288104e-05,0.40279663,0.23988587,29,0,0,13,0,0,18,0,25,0,0,14,,
2004,athens,Non-human activity,,,,ohio,39009.0,39.32,-82.09,0.0,0.0,0.0,2.0,0.0,2004-01-01,0.5282649752057971,0.2102014635755716,285.000197384527,2.9640340215521466,2.384185791015625e-07,0.0001066283054316,5.8435820312814345e-05,4687445.98941257,0.000420836005627,-0.0010207572727988,0.0024523063692584,0.368957301347308,1.619469,-0.82533455,1.0257878,-0.6852782,298.77393,268.71475,4.9431105,1.3667119,2.3841858e-07,2.3841858e-07,0.00033530107,2.2498716e-05,0.0008235397,-9.313226e-10,17732234.0,1.0,0.0029443759,4.575588e-06,-5.4725446e-05,-0.0047892155,0.0089871995,0.000408981,0.40058765,0.31171796,2,0,94,3,0,0,0,0,0,0,0,0,63230,1.015621969
2018,franklin,Human infections and non-human activity,2.0,1.0,2.0,ohio,39049.0,40.1,-83.01,0.0,0.0,0.0,0.0,0.0,2018-01-01,0.5855074604080146,0.2797674318290735,284.5109872687351,1.4141962929947731,2.715854625832543,7.572140770307292e-05,0.0001565684845084,4672759.151369862,0.000237790401387,-0.0008400972221327,0.0025798878339055,0.37709890026344,1.9523369,-0.6972294,1.3841367,-1.6828638,300.19955,266.7437,2.0620484,0.9409392,2.8372893,2.6266105,0.00014847884,2.9152725e-05,0.0008219229,-9.313226e-10,19168920.0,1.0,0.001019089,8.389354e-06,8.37096e-06,-0.004072442,0.0073948437,0.00033372082,0.39889973,0.34740177,0,0,0,0,0,17,0,0,83,0,0,0,"1,307,698",1.411573573
2002,manitowoc,Human infections and non-human activity,1.0,1.0,0.0,wisconsin,55071.0,44.09,-87.67,6.0,1.0,7.0,0.0,4.0,2002-01-01,1.0838648431513402,0.1917440976182075,281.600007378565,1.5197676008694778,2.3835852400897286,3.791499724659481e-05,0.0002268775589508,4752223.259246573,4.9324091268728846e-05,-0.0011049727892522,0.0012691713410289,0.4218343446107757,2.7104216,-0.6306044,1.9372511,-1.2730396,299.79526,268.01816,2.0396538,1.1634101,2.469488,2.3255522,7.751543e-05,8.4641215e-06,0.001365453,-9.313226e-10,22131372.0,1.0,0.0002278192,5.075708e-07,-9.106891e-05,-0.0046750116,0.0033461228,5.545467e-05,0.45673016,0.34297243,8,0,0,8,0,3,0,0,80,0,0,0,,
2003,washington,Human infections and non-human activity,6.0,2.0,1.0,mississippi,28151.0,33.38,-91.05,2.0,1.0,3.0,5.0,0.0,2003-01-01,0.0035640107034004,0.2879733780475511,291.02267953533004,2.4197106080512465,2.4166733473947604,6.58976899464742e-05,2.4976987034490637e-06,5427647.547260272,0.0003097556266704,-0.0016135189006079,0.0019640569211532,0.3416415442750877,1.124026,-0.9336324,1.5086184,-1.0661476,304.43835,275.4722,3.1838028,2.0027905,2.8083653,2.2048178,0.00018325305,1.0669377e-05,5.787704e-05,-9.313226e-10,20103566.0,1.0,0.0013000509,2.5415793e-06,-0.0002018658,-0.005449203,0.0061817626,0.0002510324,0.4041107,0.27699703,0,0,3,5,0,13,30,0,50,0,0,0,58072,-0.281267497
2022,ramsey,Human infections and non-human activity,1.0,1.0,1.0,minnesota,27123.0,44.95,-93.09,,,,,,2022-01-01,0.6221138666345647,0.2458486537002537,280.2031333400778,2.889895148473242,2.2130741354537324,0.0001055117009593,0.000229805758325,4413398.927054792,4.8072175569322e-05,-0.0008819123956515,0.0013935315518397,0.2895031851958737,1.5374097,-0.06982231,1.1963005,-1.1844423,300.0685,257.51578,3.6421075,2.404049,2.4050465,2.0822794,0.00034097355,1.3384561e-06,0.0014462871,-9.313226e-10,20815286.0,1.0,0.0002346849,-9.313226e-10,-5.6113582e-05,-0.0041730176,0.0040596128,1.4852732e-05,0.35123068,0.19568324,0,0,0,0,0,0,0,0,92,0,0,8,,
2020,lake,Non-human activity,,,,ohio,39085.0,41.72,-81.24,0.0,0.0,0.0,0.0,0.0,2020-01-01,1.3546927416585186,0.4426785705030943,283.8597149874996,2.727031305839456,0.7281756436889943,7.285148837427736e-05,0.000355277879703,4827144.965846996,6.145118389665428e-05,-0.0011317997848324,0.0020728434475464,0.3432540764085583,3.0775023,-0.17323256,1.9627414,-1.365844,299.68665,271.01166,4.2535796,1.4903888,0.7848048,0.68409944,0.00017556651,4.7419453e-06,0.0022200337,-9.313226e-10,21679582.0,1.0,0.0002949452,2.0330772e-06,-0.0001516412,-0.004204818,0.0044309646,0.00031490624,0.3952747,0.2628821,14,0,0,0,0,3,0,0,83,0,0,0,"232,410",1.309781025
2022,solano,Human infections and non-human activity,2.0,2.0,0.0,california,6095.0,38.28,-122.0,,,,,,2022-01-01,1.5011459699640537,0.5790253345688726,289.7604745107153,2.404176485375183,1.873798322677612,1.8629752903258145e-05,-9.313225746154783e-10,5807492.284246571,1.4469278210850606e-05,-0.0003973271601278,0.0004956297652974,0.167712791151788,3.707996,-0.14776587,2.9776504,-1.4509766,304.78217,279.0514,2.537126,2.317512,2.1879609,1.6853054,0.00012836381,0.0,-9.313226e-10,-9.313226e-10,23463448.0,68523.0,0.00036919024,-9.313226e-10,-2.4439301e-05,-0.0024711858,0.0057950616,0.0,0.3562491,0.10105884,3,0,0,23,22,11,9,0,31,0,0,1,,
2021,pinellas,Non-human activity,,,,florida,12103.0,27.98,-82.78,,,,,,2021-01-01,-0.5708659354138046,-0.1243165794300706,295.7891058307804,0.0,2.325131379741512,7.719116366973898e-05,-9.313225746154783e-10,6331200.194520545,2.5005212487423245e-05,-0.0019745176800762,0.0019151894752038,0.1940524429593183,1.5286635,-3.3228726,2.2837207,-4.355384,302.26352,287.9434,0.0,0.0,2.4900146,2.0136704,0.00025978696,3.4544792e-06,-9.313226e-10,-9.313226e-10,22136856.0,1.0,0.0001680674,2.5331974e-07,-0.00017612264,-0.005294112,0.008453444,8.5162e-05,0.27526382,0.08578843,9,0,0,0,0,12,4,0,75,0,0,0,"956,615",0.889254697
2004,cortland,Non-human activity,,,,new york,36023.0,42.6,-76.18,4.0,1.0,5.0,0.0,0.0,2004-01-01,0.7072837764366731,0.2479101512275759,280.1112336122274,2.482589252659533,2.384185791015625e-07,0.0001401527658489,0.0003483579430444,4226883.5519125685,0.000289407933113,-0.0008092554303775,0.0021113245200895,0.3809525693456335,2.2013447,-0.027892351,0.84958315,-0.8473766,295.57996,260.81052,4.2434425,1.1422136,2.3841858e-07,2.3841858e-07,0.00027290377,3.465952e-05,0.0026342291,-9.313226e-10,17901256.0,1.0,0.0012944569,-9.313226e-10,-1.4596153e-05,-0.0040805186,0.005632162,0.00028173067,0.40771306,0.33901888,19,9,0,0,0,0,25,0,47,0,0,0,49628,0.668657205
2012,converse,Human infections,1.0,0.0,0.0,wyoming,56009.0,42.75,-105.39,,,,,,2012-01-01,2.391092666999889,0.4877544715593423,284.0407169738104,0.0,0.7084271569069621,5.031754090985072e-06,0.0001611392060803,5207753.349043719,1.0311821109203043e-06,-0.0002726245863309,0.0003238907980839,0.1512327240830888,5.452594,-1.1206454,3.1459358,-1.1203454,304.45627,265.1546,0.0,0.0,0.8635527,0.5942174,2.2294756e-05,6.373739e-08,0.00082903635,-9.313226e-10,23538368.0,1.0,4.575588e-06,-9.313226e-10,-3.1758333e-05,-0.0011618123,0.0010650354,1.4852732e-05,0.27441418,0.0910787,0,0,0,17,0,80,3,0,0,0,0,0,"14,028",0.331039979
2018,iosco,Non-human activity,,,,michigan,26069.0,44.27,-83.51,0.0,1.0,1.0,0.0,0.0,2018-01-01,0.7861610975575772,-0.0187531217320323,280.89503533350273,1.5374188916323934,2.1952696558547338,6.0538484612065146e-05,0.0002639860590945,4645049.108561643,4.464937629152648e-05,-0.0010867728873264,0.0015205076627739,0.2970844395662823,2.6278477,-1.1558872,1.2413416,-2.4196072,297.57675,266.4156,2.771946,0.78952265,2.315662,2.122462,0.00015345021,9.58587e-06,0.0016755341,-9.313226e-10,20984764.0,1.0,0.00022756495,-9.313226e-10,-4.8415735e-05,-0.004615701,0.0046651633,8.4172934e-05,0.32959384,0.23092526,11,0,0,0,0,0,0,0,1,0,0,88,"25,103",0.485274708
2015,adams,Non-human activity,,,,pennsylvania,42001.0,39.83,-77.23,0.0,0.0,0.0,0.0,0.0,2015-01-01,0.6497253543301802,0.1158253359468015,285.4933931951652,2.050012306644491,2.433069720333568,7.405255981784769e-05,0.0001895794204806,4957703.811301366,0.0001085312558618,-0.0008498603035536,0.0015699137665637,0.4328885704483071,1.8008229,-0.5210203,0.8728461,-0.51550794,301.90515,264.24747,2.8347983,1.2904046,2.453875,2.4146879,0.00017648432,1.2492208e-05,0.0013334425,-9.313226e-10,19276728.0,1.0,0.0006303196,1.524575e-06,-5.8006495e-05,-0.0037525443,0.005429157,0.00014309399,0.4833061,0.3603499,4,0,1,11,13,3,5,0,64,0,0,0,"101,808",1.05356707
2007,meade,Human infections and non-human activity,8.0,2.0,0.0,south dakota,46093.0,44.41,-103.51,0.0,0.0,0.0,0.0,1.0,2007-01-01,0.9203852894779752,0.05339058837662,282.41962115144065,3.116272032097592,1.2778241555984695,4.7301485686409846e-05,0.0002310338551306,4939897.04417808,3.7135256530895616e-05,-0.0007845993931181,0.0009670876642714,0.2756746938477638,3.1930027,-1.8059314,1.9164629,-1.8546139,302.1112,265.85117,3.5320702,2.8527691,1.4948423,1.1410987,0.0002043241,1.147273e-07,0.0014980212,-9.313226e-10,22249688.0,1.0,0.000373004,-9.313226e-10,-4.942529e-05,-0.004412531,0.0048102383,5.69392e-05,0.37013745,0.19561528,0,0,0,4,6,16,0,0,74,0,0,0,24995,-0.065495549
2004,waupaca,Non-human activity,,,,wisconsin,55135.0,44.35,-89.07,2.0,0.0,2.0,0.0,0.0,2004-01-01,0.6241838283470421,0.0930939539045584,280.4541997440526,1.932817661697097,2.713077846772034,7.833906689643178e-05,0.0002257527689362,4160886.939549181,5.036173070287283e-05,-0.0007600552149408,0.0017073967537328,0.3404470749321532,1.6331028,-0.851573,1.846179,-1.1497953,296.28662,258.24594,2.5867994,1.520248,3.100591,2.4732823,0.00019993908,6.0549064e-06,0.0013492862,-9.313226e-10,17534888.0,1.0,0.00029418245,2.5331974e-07,-1.5731901e-05,-0.0038444125,0.006270392,3.2182783e-05,0.4005763,0.24447379,13,0,0,0,0,8,0,0,80,0,0,0,52605,0.486164942
2014,union,Non-human activity,,,,illinois,17181.0,37.45,-89.26,0.0,0.0,0.0,1.0,0.0,2014-01-01,0.3570585757085719,0.2928041265027162,285.8420040391895,2.730102269616845,0.4364592555451063,6.569037650479001e-05,9.33340833560652e-05,5020140.964041094,0.0001976071722958,-0.0010132182266703,0.0020034863664577,0.3364282041379849,1.5168306,-0.3983171,1.3242469,-0.70062184,302.42255,268.25336,4.1610527,1.5471584,0.46701396,0.41090763,0.00018265394,8.795527e-06,0.0006715711,-9.313226e-10,19152476.0,1.0,0.0012456384,2.5331974e-07,-3.9708568e-05,-0.004726624,0.0067066057,2.0299107e-05,0.38685787,0.24432652,0,0,23,0,0,0,77,0,0,0,0,0,"17,402",1.122492025
2015,polk,Human infections and non-human activity,1.0,1.0,0.0,iowa,19153.0,41.57,-93.61,0.0,0.0,0.0,0.0,0.0,2015-01-01,0.3718963464237237,0.5071808110769478,284.0842449449512,1.3868443639311072,1.880777417470331,5.866805191569614e-05,0.0001548815926868,4622585.393150682,0.0002148775906901,-0.0009897062294217,0.0020966073721392,0.3458141614925369,2.0508595,-1.1327358,2.256498,-1.1101987,300.0058,261.79715,1.6898199,1.209858,2.6348834,1.4621862,0.00017512037,8.005212e-06,0.0012451718,-9.313226e-10,18819000.0,1.0,0.0009682365,2.5331974e-07,-1.6362872e-05,-0.0048602624,0.006535289,8.021109e-05,0.38817194,0.26309735,0,0,0,1,0,17,52,0,30,0,0,0,"467,304",1.111590618
2021,natrona,Non-human activity,,,,wyoming,56025.0,42.83,-106.32,0.0,0.0,0.0,2.0,0.0,2021-01-01,1.3830660171704745,1.2950220300726694,279.9649463392283,3.211055227175152,0.8095342881058991,3.574627773734191e-05,0.0003997690439836,4731329.562328765,5.93745506891649e-06,-0.0004123342121402,0.0006485556647793,0.2393728328792199,3.7584152,-1.3570486,3.78641,-0.9872019,302.78986,259.19675,3.2405725,3.1905303,1.0677624,0.62706006,0.00010869495,2.294546e-07,0.0026575094,-9.313226e-10,23996554.0,1.0,0.00015281141,-9.313226e-10,-3.201072e-05,-0.0024054395,0.0026831375,9.80366e-05,0.36926517,0.14282589,15,0,0,11,0,21,44,0,9,0,0,0,"79,555",0.628710259
2017,lincoln,Human infections and non-human activity,2.0,2.0,0.0,louisiana,22061.0,32.60163737,-92.66481528,0.0,0.0,0.0,1.0,0.0,2017-01-01,-0.0549398144222285,0.5647415798004356,292.72672535099383,4.178432048510199,2.9304610997030163,9.84959499388199e-05,9.054005503246216e-07,5163982.231849313,0.000145063964229,-0.0012246121848576,0.0019061193610094,0.4030337402061239,0.72196066,-0.8927313,1.6766562,-0.25466567,305.5381,279.92603,5.1617107,2.92069,3.025886,2.81104,0.0003198133,7.928727e-06,2.748333e-05,-9.313226e-10,19678270.0,1.0,0.00059421407,5.075708e-07,-9.005936e-05,-0.0045007397,0.008364813,6.33765e-05,0.4540454,0.31655508,43,0,16,42,0,0,0,0,0,0,0,0,"47,471",0.694782874
2019,burleigh,Human infections,2.0,0.0,0.0,north dakota,38015.0,46.82,-100.7,0.0,0.0,0.0,0.0,0.0,2019-01-01,0.5395014235826388,-0.4043908308630119,277.6975603704582,1.026646733283997,1.0914700968624798,5.232346870486737e-05,0.0002967966293074,3736211.526369861,7.758790384722893e-05,-0.0006504784748819,0.0012617968730883,0.3241156092755597,2.5241802,-1.5270838,0.85527515,-1.8543664,298.8635,253.1448,1.0266467,1.0266467,1.7307129,0.68335307,0.00014636279,6.233371e-06,0.0011048429,-9.313226e-10,20119098.0,1.0,0.0007007504,-9.313226e-10,3.4114113e-05,-0.0044770157,0.0054945145,4.8521906e-05,0.37837306,0.22674516,0,0,0,3,0,75,22,0,0,0,0,0,"95,626",0.417905648
2002,mills,Non-human activity,,,,texas,48333.0,31.45,-98.57,0.0,0.0,0.0,0.0,4.0,2002-01-01,-0.5692664866169836,1.394813643579613,291.3173130610217,0.0,1.313156163529174,3.294975384001377e-05,1.0680343496472849e-05,5164953.50308219,0.0001122908596561,-0.000878281361417,0.0014548649430938,0.3125046188700687,1.5266056,-2.8922534,4.053192,-0.7206676,304.762,276.52045,0.0,0.0,1.600586,0.9475256,0.00010225765,2.6514172e-06,0.000118664466,-9.313226e-10,19569092.0,1.0,0.0011879206,-9.313226e-10,-3.768946e-05,-0.0042823004,0.008600498,9.890646e-07,0.38053674,0.21747869,0,0,0,0,0,34,31,0,35,0,0,0,,
2002,marshall,Non-human activity,,,,oklahoma,40095.0,34.09,-96.77,0.0,0.0,0.0,0.0,2.0,2002-01-01,-0.399249359434598,0.6862397917329446,290.2572770001136,1.5745663620021229,2.9039251680243496,4.2050826197413536e-05,2.5674369670961016e-05,4964214.376027396,0.0002245249564772,-0.0009281518276659,0.0019131408130418,0.3349100570768524,0.7723796,-1.1628329,2.2795136,-0.73254657,304.44058,276.79144,2.2356753,0.8981776,2.9536073,2.8532753,0.00012228344,7.992465e-06,0.00042324793,-9.313226e-10,19817600.0,1.0,0.0011416441,1.270324e-06,-4.70276e-05,-0.0041210265,0.005337557,0.00011784211,0.37728554,0.2226217,0,0,0,0,0,58,0,0,42,0,0,0,,
2008,payette,Human infections and non-human activity,3.0,1.0,0.0,idaho,16075.0,44.06,-116.7,0.0,0.0,0.0,1.0,0.0,2008-01-01,0.0064732103399891,-0.5740947786494686,283.6621677002621,0.0,0.538961453841684,3.091827783379907e-05,0.0002048253457067,4874467.748975412,4.4788333175123735e-06,-0.0003310907734691,0.0005576314730315,0.1657099560147426,1.8869982,-1.6855434,0.7560363,-2.3963442,305.53363,266.24536,0.0,0.0,0.581777,0.515656,0.00015294034,0.0,0.0015652757,-9.313226e-10,23268846.0,457.0,5.5428594e-05,-9.313226e-10,7.4876007e-06,-0.0018944859,0.002135518,4.9360096e-07,0.3842637,0.025284529,0,0,0,20,43,38,0,0,0,0,0,0,22618,-0.070143618
2007,ector,Human infections and non-human activity,3.0,2.0,0.0,texas,48135.0,31.85,-102.36,0.0,0.0,0.0,0.0,2.0,2007-01-01,-0.7335191356809173,1.8140848941590684,290.4993355528949,0.0,0.9118628139365202,1.6746578410376265e-05,5.75900179882572e-05,5359708.392808217,0.000127954593834,-0.0007054838071232,0.0012494293016011,0.229124485905448,2.1444948,-3.4725857,3.4018285,-0.21803886,303.11462,274.19775,0.0,0.0,0.97657406,0.81248474,5.7578873e-05,0.0,0.000520573,-9.313226e-10,20338826.0,1.0,0.0009074672,-9.313226e-10,-1.0431744e-05,-0.0034063982,0.0059950966,0.0,0.31782383,0.13511139,0,0,0,14,37,2,0,0,47,0,0,0,130459,-0.4071148
2017,marathon,Human infections and non-human activity,1.0,1.0,0.0,wisconsin,55073.0,44.96,-89.64,1.0,1.0,2.0,0.0,0.0,2017-01-01,0.6674362787645157,0.0012656861380354,279.9637559237545,1.665106996771406,1.117139461269117,8.637687259741213e-05,0.0002650827545774,4273772.766095887,0.0001046924207563,-0.0007182889650671,0.0017211280501613,0.3674305601071002,1.8270613,-0.46674287,1.225008,-0.74665284,297.01904,261.99088,3.36812,0.6158037,1.1341321,1.1055813,0.0002054586,2.3518485e-05,0.0014100736,-9.313226e-10,18753674.0,1.0,0.000453352,1.0160729e-06,-2.5196234e-05,-0.004099952,0.0051048435,0.0002525188,0.3971552,0.31866214,13,0,0,9,0,0,0,0,70,0,0,8,"135,452",0.612001656
2021,boulder,Human infections and non-human activity,19.0,8.0,4.0,colorado,8013.0,40.02,-105.25,0.0,0.0,0.0,0.0,1.0,2021-01-01,1.0013309808218311,0.0678433274161325,281.94947620548595,4.9104957071069135,1.0475744427066958,4.092356064899071e-05,0.0003784569203598,5159029.285616435,1.1625470695634404e-05,-0.0006976522709408,0.0009559388967766,0.2626600257542033,2.641996,-1.5744158,0.51845706,-0.57638764,300.33728,263.2183,4.936383,4.8891973,1.3736725,0.77846014,0.00013360291,1.6061531e-06,0.0025766753,-9.313226e-10,22817512.0,1.0,0.00013145339,-9.313226e-10,-2.9865187e-06,-0.0044683083,0.0050459225,4.2580068e-05,0.3744648,0.16390766,1,0,0,4,22,0,0,0,73,0,0,0,"329,543",2.237085044
2016,tulsa,Human infections and non-human activity,5.0,3.0,0.0,oklahoma,40143.0,36.16,-95.99,0.0,0.0,0.0,1.0,0.0,2016-01-01,-0.1541194046944217,0.964290300068634,290.5262981894238,2.2004910310109462,2.157601737910934,4.36849665869081e-05,5.4421790117204536e-06,5248978.196379782,0.0001724640338788,-0.0011857719113064,0.0018100132345084,0.3018325791475389,1.0185578,-1.0316406,2.8539112,-0.4739316,304.92886,273.22794,2.6544437,1.7981062,2.433846,1.9135872,0.00010204094,5.723472e-06,5.852338e-05,-9.313226e-10,20520182.0,1.0,0.00077830115,2.5331974e-07,-4.7532376e-05,-0.004987212,0.0055554165,4.109554e-05,0.37150815,0.20920911,0,0,0,0,0,11,0,0,89,0,0,0,"645,951",1.358548145
2017,grand traverse,Human infections and non-human activity,1.0,1.0,0.0,michigan,26055.0,44.76,-85.7,2.0,3.0,5.0,0.0,0.0,2017-01-01,1.1197566156109713,0.196709434381903,281.38839654791826,2.059010232311405,2.962132902014744,0.0001054164999577,0.000322168624054,4653453.356849314,1.795674061836444e-05,-0.0010709513745857,0.0020418999493377,0.2445056705442193,2.4526677,-0.41323698,1.7350612,-1.1836998,296.32693,267.7897,3.0728438,1.3106794,3.0411258,2.9046543,0.0002634836,2.0267966e-05,0.0018727696,-9.313226e-10,21157898.0,1.0,5.5682845e-05,1.0160729e-06,-9.9649886e-05,-0.0043287394,0.0058926037,0.0002178587,0.28038415,0.1857031,0,0,0,0,0,15,85,0,0,0,0,0,"91,791",0.543052997
