Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening,State,FIPS,Latitude,Longitude,WNV_Corvid_Count,WNV_NonCorvid_Count,Total_Bird_WNV_Count,Mos_WNV_Count,Horse_WNV_Count,Population,PD
2002,greeley,Non-human activity,,,,kansas,20071.0,38.47,-101.75,0.0,0.0,0.0,0.0,1.0,,
2022,mckinley,Human infections,1.0,1.0,0.0,new mexico,35031.0,35.52,-108.73,,,,,,,
2001,summit,Non-human activity,,,,ohio,39153.0,41.04,-81.52,10.0,0.0,10.0,0.0,0.0,,
2007,texas,Human infections,3.0,2.0,0.0,oklahoma,40139.0,36.68,-101.48,,,,,,19258,0.352007455
2014,elko,Non-human activity,,,,nevada,32007.0,40.95,-115.79,0.0,0.0,0.0,4.0,0.0,"52,531",0.819605972
2015,montgomery,Human infections and non-human activity,7.0,3.0,0.0,maryland,24031.0,39.08,-77.15,0.0,0.0,0.0,7.0,0.0,"1,032,814",1.478463252
2003,upson,Non-human activity,,,,georgia,13293.0,32.89,-84.32,2.0,0.0,2.0,0.0,0.0,27648,-0.525879636
2003,garfield,Human infections and non-human activity,4.0,1.0,0.0,montana,30033.0,47.38,-106.81,0.0,0.0,0.0,0.0,1.0,1254,-1.141125746
2002,cowley,Non-human activity,,,,kansas,20035.0,37.26,-96.96,0.0,0.0,0.0,0.0,16.0,,
2011,ontario,Non-human activity,,,,new york,36069.0,42.88,-77.28,0.0,0.0,0.0,0.0,1.0,"108,599",0.871879437
2021,allegheny,Human infections and non-human activity,3.0,2.0,0.0,pennsylvania,42003.0,40.47,-79.95,0.0,0.0,0.0,0.0,0.0,"1,238,090",1.197172197
2014,dawson,Human infections and non-human activity,5.0,2.0,0.0,nebraska,31047.0,40.77,-99.74,0.0,0.0,0.0,0.0,0.0,"23,986",-0.866168799
2016,otero,Non-human activity,,,,new mexico,35035.0,32.88,-105.95,0.0,0.0,0.0,3.0,0.0,"65,647",1.968376428
2017,panola,Human infections,1.0,0.0,0.0,texas,48365.0,32.15,-94.33,,,,,,"23,211",-0.033938962
2016,madison,Human infections,1.0,1.0,0.0,alabama,1089.0,34.73,-86.56,,,,,,"356,729",1.426458943
2019,lowndes,Non-human activity,,,,georgia,13185.0,30.84,-83.27,0.0,0.0,0.0,0.0,0.0,"117,406",0.42952546
2009,camp,Human infections,0.0,0.0,1.0,texas,48063.0,32.99,-94.96,,,,,,12364,-0.166736334
2015,butte,Human infections and non-human activity,53.0,23.0,5.0,california,6007.0,39.5,-121.67,29.0,9.0,38.0,0.0,0.0,"224,631",2.10985252
2002,pike,Non-human activity,,,,alabama,1109.0,31.76,-86.0,8.0,2.0,10.0,0.0,6.0,,
2006,adair,Human infections,1.0,0.0,0.0,iowa,19001.0,41.3,-94.45,,,,,,7924,-0.813272197
2002,mifflin,Non-human activity,,,,pennsylvania,42087.0,40.59,-77.57,4.0,2.0,6.0,0.0,6.0,,
2012,cache,Non-human activity,,,,utah,49005.0,41.72,-111.84,0.0,0.0,0.0,0.0,0.0,"115,895",1.110031165
2023,fayette,Human infections and non-human activity,1.0,1.0,0.0,pennsylvania,42051.0,39.89,-79.72,,,,,,,
2005,mason,Non-human activity,,,,illinois,17125.0,40.29,-90.05,1.0,0.0,1.0,0.0,0.0,15471,0.822146424
2008,tazewell,Non-human activity,,,,illinois,17179.0,40.56,-89.62,0.0,0.0,0.0,2.0,0.0,133893,0.713638583
2005,custer,Human infections,1.0,0.0,1.0,oklahoma,40039.0,35.57,-98.95,,,,,,25876,-0.149479801
2003,edmunds,Human infections,8.0,0.0,2.0,south dakota,46045.0,45.44,-99.02,,,,,,4196,-0.337291596
2006,mclean,Human infections and non-human activity,3.0,3.0,0.0,illinois,17113.0,40.47,-88.97,0.0,1.0,1.0,9.0,0.0,162925,1.280333589
2021,montgomery,Human infections and non-human activity,2.0,2.0,2.0,texas,48339.0,30.32,-95.47,0.0,0.0,0.0,121.0,0.0,"648,886",1.20655424
2020,madison,Non-human activity,,,,new york,36053.0,42.91277224,-75.66966382,0.0,0.0,0.0,0.0,0.0,"67,890",0.586852694
2016,blaine,Human infections and non-human activity,0.0,0.0,1.0,montana,30005.0,48.47,-109.21,0.0,0.0,0.0,0.0,0.0,"6,716",-0.979912318
2002,lycoming,Human infections and non-human activity,1.0,1.0,0.0,pennsylvania,42081.0,41.23,-77.03,20.0,0.0,20.0,0.0,1.0,,
2004,athens,Non-human activity,,,,ohio,39009.0,39.32,-82.09,0.0,0.0,0.0,2.0,0.0,63230,1.015621969
2018,franklin,Human infections and non-human activity,2.0,1.0,2.0,ohio,39049.0,40.1,-83.01,0.0,0.0,0.0,0.0,0.0,"1,307,698",1.411573573
2002,manitowoc,Human infections and non-human activity,1.0,1.0,0.0,wisconsin,55071.0,44.09,-87.67,6.0,1.0,7.0,0.0,4.0,,
2003,washington,Human infections and non-human activity,6.0,2.0,1.0,mississippi,28151.0,33.38,-91.05,2.0,1.0,3.0,5.0,0.0,58072,-0.281267497
2022,ramsey,Human infections and non-human activity,1.0,1.0,1.0,minnesota,27123.0,44.95,-93.09,,,,,,,
2020,lake,Non-human activity,,,,ohio,39085.0,41.72,-81.24,0.0,0.0,0.0,0.0,0.0,"232,410",1.309781025
2022,solano,Human infections and non-human activity,2.0,2.0,0.0,california,6095.0,38.28,-122.0,,,,,,,
2021,pinellas,Non-human activity,,,,florida,12103.0,27.98,-82.78,,,,,,"956,615",0.889254697
2004,cortland,Non-human activity,,,,new york,36023.0,42.6,-76.18,4.0,1.0,5.0,0.0,0.0,49628,0.668657205
2012,converse,Human infections,1.0,0.0,0.0,wyoming,56009.0,42.75,-105.39,,,,,,"14,028",0.331039979
2018,iosco,Non-human activity,,,,michigan,26069.0,44.27,-83.51,0.0,1.0,1.0,0.0,0.0,"25,103",0.485274708
2015,adams,Non-human activity,,,,pennsylvania,42001.0,39.83,-77.23,0.0,0.0,0.0,0.0,0.0,"101,808",1.05356707
2007,meade,Human infections and non-human activity,8.0,2.0,0.0,south dakota,46093.0,44.41,-103.51,0.0,0.0,0.0,0.0,1.0,24995,-0.065495549
2004,waupaca,Non-human activity,,,,wisconsin,55135.0,44.35,-89.07,2.0,0.0,2.0,0.0,0.0,52605,0.486164942
2014,union,Non-human activity,,,,illinois,17181.0,37.45,-89.26,0.0,0.0,0.0,1.0,0.0,"17,402",1.122492025
2015,polk,Human infections and non-human activity,1.0,1.0,0.0,iowa,19153.0,41.57,-93.61,0.0,0.0,0.0,0.0,0.0,"467,304",1.111590618
2021,natrona,Non-human activity,,,,wyoming,56025.0,42.83,-106.32,0.0,0.0,0.0,2.0,0.0,"79,555",0.628710259
2017,lincoln,Human infections and non-human activity,2.0,2.0,0.0,louisiana,22061.0,32.60163737,-92.66481528,0.0,0.0,0.0,1.0,0.0,"47,471",0.694782874
2019,burleigh,Human infections,2.0,0.0,0.0,north dakota,38015.0,46.82,-100.7,0.0,0.0,0.0,0.0,0.0,"95,626",0.417905648
2002,mills,Non-human activity,,,,texas,48333.0,31.45,-98.57,0.0,0.0,0.0,0.0,4.0,,
2002,marshall,Non-human activity,,,,oklahoma,40095.0,34.09,-96.77,0.0,0.0,0.0,0.0,2.0,,
2008,payette,Human infections and non-human activity,3.0,1.0,0.0,idaho,16075.0,44.06,-116.7,0.0,0.0,0.0,1.0,0.0,22618,-0.070143618
2007,ector,Human infections and non-human activity,3.0,2.0,0.0,texas,48135.0,31.85,-102.36,0.0,0.0,0.0,0.0,2.0,130459,-0.4071148
2017,marathon,Human infections and non-human activity,1.0,1.0,0.0,wisconsin,55073.0,44.96,-89.64,1.0,1.0,2.0,0.0,0.0,"135,452",0.612001656
2021,boulder,Human infections and non-human activity,19.0,8.0,4.0,colorado,8013.0,40.02,-105.25,0.0,0.0,0.0,0.0,1.0,"329,543",2.237085044
2016,tulsa,Human infections and non-human activity,5.0,3.0,0.0,oklahoma,40143.0,36.16,-95.99,0.0,0.0,0.0,1.0,0.0,"645,951",1.358548145
2017,grand traverse,Human infections and non-human activity,1.0,1.0,0.0,michigan,26055.0,44.76,-85.7,2.0,3.0,5.0,0.0,0.0,"91,791",0.543052997
2016,st. landry,Non-human activity,,,,louisiana,22097.0,30.5988511,-92.00585686,0.0,0.0,0.0,0.0,1.0,"83,768",0.319428777
2013,arapahoe,Human infections and non-human activity,5.0,3.0,0.0,colorado,8005.0,39.59,-105.01,0.0,0.0,0.0,0.0,0.0,"608,467",1.500268679
2017,benzie,Non-human activity,,,,michigan,26019.0,44.64,-86.03,1.0,0.0,1.0,0.0,0.0,"17,624",0.382166512
2014,knox,Non-human activity,,,,tennessee,47093.0,35.96,-83.92,0.0,0.0,0.0,0.0,0.0,"447,903",1.20179828
2003,greenville,Non-human activity,,,,south carolina,45045.0,34.85,-82.4,18.0,3.0,21.0,0.0,4.0,394242,1.237382971
2008,saginaw,Non-human activity,,,,michigan,26145.0,43.41,-83.94,0.0,0.0,0.0,0.0,0.0,201966,0.797926655
2010,kane,Human infections,1.0,0.0,1.0,utah,49025.0,37.27,-112.23,,,,,,7125,1.27379102
2012,portsmouth city,Human infections,1.0,1.0,0.0,virginia,51740.0,36.85900078,-76.35670862,,,,,,"96,480",0.447614849
2022,porter,Non-human activity,,,,indiana,18127.0,41.47,-87.05,,,,,,,
2009,licking,Non-human activity,,,,ohio,39089.0,40.06,-82.42,0.0,0.0,0.0,63.0,0.0,165283,1.307864623
2023,jefferson,Human infections,0.0,0.0,1.0,illinois,17081.0,38.31,-88.91,,,,,,,
2017,bronx,Non-human activity,,,,new york,36005.0,40.82,-73.93,0.0,0.0,0.0,66.0,0.0,"1,440,625",0.809939588
2017,wells,Non-human activity,,,,indiana,18179.0,40.74,-85.17,0.0,0.0,0.0,0.0,0.0,"27,958",-0.014210001
2011,huntingdon,Non-human activity,,,,pennsylvania,42061.0,40.49,-78.01,0.0,0.0,0.0,0.0,0.0,"46,006",1.168257438
2004,nemaha,Non-human activity,,,,nebraska,31127.0,40.38,-95.84,1.0,1.0,2.0,0.0,0.0,7182,0.063680893
2017,montgomery,Human infections and non-human activity,3.0,3.0,0.0,maryland,24031.0,39.08,-77.15,0.0,0.0,0.0,1.0,0.0,"1,046,822",1.478463252
2002,madison,Human infections and non-human activity,3.0,2.0,0.0,ohio,39097.0,39.88,-83.44,11.0,0.0,11.0,0.0,5.0,,
2010,montgomery,Human infections and non-human activity,4.0,2.0,0.0,pennsylvania,42091.0,40.12,-75.33,0.0,0.0,0.0,0.0,1.0,799874,1.131135078
2018,arlington,Human infections,3.0,1.0,0.0,virginia,51013.0,38.89,-77.1,,,,,,"236,025",0.648382433
2006,chickasaw,Non-human activity,,,,iowa,19037.0,43.05,-92.31,1.0,0.0,1.0,0.0,0.0,12603,-0.628535016
2020,bucks,Human infections and non-human activity,2.0,0.0,0.0,pennsylvania,42017.0,40.31,-75.12,0.0,0.0,0.0,0.0,0.0,"646,008",1.154636722
2004,humboldt,Non-human activity,,,,nevada,32013.0,41.12,-118.05,0.0,1.0,1.0,0.0,0.0,14912,-0.076442617
2003,elkhart,Human infections and non-human activity,1.0,0.0,0.0,indiana,18039.0,41.57,-85.83,0.0,0.0,0.0,0.0,0.0,187149,1.270115392
2005,texas,Human infections,1.0,1.0,0.0,oklahoma,40139.0,36.68,-101.48,,,,,,19408,0.352007455
2007,washington,Human infections and non-human activity,2.0,0.0,1.0,mississippi,28151.0,33.38,-91.05,0.0,1.0,1.0,0.0,0.0,53069,-0.281267497
2007,whiteside,Human infections and non-human activity,1.0,1.0,0.0,illinois,17195.0,41.8,-89.96,1.0,0.0,1.0,2.0,1.0,58819,0.028890468
2003,cherokee,Non-human activity,,,,north carolina,37039.0,35.09,-84.02,1.0,0.0,1.0,0.0,0.0,25229,-0.006152319
2004,orange,Human infections and non-human activity,62.0,29.0,6.0,california,6059.0,33.75,-117.85,176.0,48.0,224.0,164.0,2.0,2941711,2.59173576
2008,jefferson,Human infections and non-human activity,6.0,6.0,0.0,alabama,1073.0,33.52,-86.81,0.0,3.0,3.0,0.0,0.0,656510,1.072753201
2005,orleans,Human infections and non-human activity,12.0,6.0,1.0,louisiana,22071.0,30.0686437,-89.92812792,8.0,1.0,9.0,6.0,0.0,494294,1.15164191
2014,orange,Human infections and non-human activity,0.0,0.0,1.0,texas,48361.0,30.1,-93.75,0.0,0.0,0.0,1.0,0.0,"83,244",0.332213134
2007,pinellas,Human infections,1.0,1.0,0.0,florida,12103.0,27.98,-82.78,,,,,,918624,0.889254697
2004,kosciusko,Non-human activity,,,,indiana,18085.0,41.23,-85.85,1.0,0.0,1.0,0.0,0.0,75447,0.912492281
2014,carroll,Human infections,1.0,1.0,0.0,ohio,39019.0,40.57,-81.09,,,,,,"28,129",0.363820525
2003,lawrence,Non-human activity,,,,alabama,1079.0,34.48,-87.28,2.0,0.0,2.0,0.0,0.0,34488,0.650230424
2004,platte,Non-human activity,,,,nebraska,31141.0,41.43,-97.35,1.0,0.0,1.0,0.0,0.0,30658,-0.379344317
2023,elkhart,Human infections and non-human activity,1.0,1.0,0.0,indiana,18039.0,41.57,-85.83,,,,,,,
2004,clay,Human infections and non-human activity,3.0,3.0,0.0,missouri,29047.0,39.24,-94.41,10.0,0.0,10.0,0.0,2.0,196718,1.051479834
2008,salt lake,Human infections and non-human activity,9.0,1.0,2.0,utah,49035.0,40.75,-111.9,0.0,2.0,2.0,0.0,0.0,999553,1.739013
2018,terrebonne,Human infections and non-human activity,1.0,0.0,0.0,louisiana,22109.0,29.33744189,-90.83763991,0.0,0.0,0.0,7.0,0.0,"111,163",0.55251716
2014,tarrant,Human infections and non-human activity,16.0,9.0,4.0,texas,48439.0,32.75,-97.33,0.0,0.0,0.0,317.0,0.0,"1,946,122",1.612620364
2014,langlade,Non-human activity,,,,wisconsin,55067.0,45.14,-89.15,1.0,0.0,1.0,0.0,0.0,"19,250",-0.001981898
2004,davidson,Non-human activity,,,,tennessee,47037.0,36.17,-86.78,1.0,0.0,1.0,5.0,1.0,583013,1.257314442
2013,cotton,Human infections,1.0,1.0,1.0,oklahoma,40033.0,34.35,-98.3,,,,,,"6,164",-0.419463057
2009,jones,Non-human activity,,,,texas,48253.0,32.75,-99.89,0.0,0.0,0.0,0.0,1.0,20093,-0.057822553
2015,oneida,Non-human activity,,,,new york,36065.0,43.1,-75.23,0.0,0.0,0.0,1.0,0.0,"231,264",0.548205176
2023,cache,Non-human activity,0.0,0.0,0.0,utah,49005.0,41.72,-111.84,,,,,,,
2021,clark,Human infections and non-human activity,1.0,1.0,0.0,indiana,18019.0,38.3,-85.72,0.0,0.0,0.0,0.0,0.0,"122,738",0.60371536
2011,collin,Non-human activity,,,,texas,48085.0,33.18,-96.59,0.0,0.0,0.0,1.0,0.0,"812,540",1.564432
2021,sanilac,Non-human activity,,,,michigan,26151.0,43.42,-82.83,0.0,0.0,0.0,0.0,1.0,"40,506",0.338634404
2018,santa clara,Human infections and non-human activity,1.0,1.0,0.0,california,6085.0,37.38,-121.89,45.0,11.0,56.0,0.0,0.0,"1,932,337",2.263596604
2008,marion,Human infections and non-human activity,1.0,0.0,0.0,indiana,18097.0,39.77,-86.11,1.0,0.0,1.0,0.0,0.0,889504,1.183313065
2023,shelby,Non-human activity,0.0,0.0,0.0,indiana,18145.0,39.52,-85.77,,,,,,,
2003,nowata,Non-human activity,,,,oklahoma,40105.0,36.69,-95.63,0.0,0.0,0.0,0.0,2.0,10802,-0.761802247
2016,scioto,Non-human activity,,,,ohio,39145.0,38.75,-82.95,0.0,0.0,0.0,0.0,0.0,"76,436",0.402187923
2014,lee,Non-human activity,,,,florida,12071.0,26.62,-81.84,,,,,,"677,232",0.994700977
2014,beaufort,Human infections,0.0,0.0,1.0,north carolina,37013.0,35.55,-77.05,,,,,,"47,339",0.867580636
2003,montgomery,Human infections and non-human activity,2.0,2.0,0.0,ohio,39113.0,39.76,-84.19,1.0,0.0,1.0,27.0,2.0,551742,1.223679571
2015,la plata,Human infections,1.0,1.0,0.0,colorado,8067.0,37.27,-107.88,,,,,,"54,687",1.408149993
2021,centre,Non-human activity,,,,pennsylvania,42027.0,40.91,-77.76,0.0,0.0,0.0,0.0,0.0,"157,527",1.281365137
2007,henderson,Non-human activity,,,,texas,48213.0,32.2,-95.85,0.0,0.0,0.0,0.0,1.0,78178,0.458032335
2002,warren,Human infections and non-human activity,1.0,1.0,0.0,iowa,19181.0,41.36,-93.56,1.0,0.0,1.0,0.0,23.0,,
2013,washington,Human infections and non-human activity,1.0,0.0,0.0,,11001.0,38.9083781,-77.03478235,0.0,0.0,0.0,0.0,0.0,"650,581",1.234400107
2021,rosebud,Non-human activity,,,,montana,30087.0,46.26,-106.67,0.0,0.0,0.0,0.0,0.0,"8,124",-0.728320371
2003,wheatland,Non-human activity,,,,montana,30107.0,46.46628094,-109.8445223,0.0,0.0,0.0,0.0,2.0,2131,-0.481357373
2007,ceiba,Non-human activity,,,,,,,,,,,,,,
2003,dukes,Non-human activity,,,,massachusetts,25007.0,41.38,-70.53,1.0,0.0,1.0,0.0,0.0,15630,0.704428424
2006,cooke,Human infections,1.0,1.0,0.0,texas,48097.0,33.63,-97.15,,,,,,38241,0.6083117
2023,jackson,Human infections and non-human activity,1.0,0.0,0.0,oregon,41029.0,42.28,-122.9,,,,,,,
2019,porter,Non-human activity,,,,indiana,18127.0,41.47,-87.05,0.0,0.0,0.0,0.0,0.0,"170,389",1.26887743
2023,genesee,Non-human activity,0.0,0.0,0.0,michigan,26049.0,43.01,-83.69,,,,,,,
2005,wagoner,Human infections,1.0,1.0,0.0,oklahoma,40145.0,35.95,-95.38,,,,,,64165,0.059587303
2017,putnam,Non-human activity,,,,west virginia,54079.0,38.52,-81.88,0.0,0.0,0.0,0.0,0.0,"56,692",0.256861651
2014,fulton,Human infections and non-human activity,1.0,1.0,0.0,indiana,18049.0,41.06,-86.19,0.0,0.0,0.0,0.0,0.0,"20,517",-0.338355475
2003,custer,Human infections and non-human activity,63.0,2.0,5.0,nebraska,31041.0,41.4,-99.63,5.0,5.0,10.0,0.0,0.0,11388,-0.75857141
2014,morrison,Human infections,1.0,0.0,0.0,minnesota,27097.0,45.97,-94.36,,,,,,"32,816",0.280490292
2005,kemper,Human infections and non-human activity,1.0,1.0,0.0,mississippi,28069.0,32.76,-88.65,0.0,0.0,0.0,0.0,1.0,10551,-0.339505976
2002,chouteau,Non-human activity,,,,montana,30015.0,47.98,-110.8,1.0,0.0,1.0,0.0,2.0,,
2008,madera,Non-human activity,,,,california,6039.0,36.93,-119.83,3.0,0.0,3.0,0.0,0.0,148359,1.904195179
2018,saratoga,Human infections,2.0,2.0,0.0,new york,36091.0,43.0,-73.85,,,,,,"230,170",0.704170543
2004,iroquois,Non-human activity,,,,illinois,17075.0,40.77,-87.73,1.0,0.0,1.0,0.0,2.0,30493,0.186501003
2021,clark,Human infections,0.0,0.0,1.0,south dakota,46025.0,44.88,-97.73,,,,,,"3,855",-1.178330308
2009,allen,Human infections and non-human activity,1.0,1.0,0.0,louisiana,22003.0,30.65287053,-92.82787923,0.0,0.0,0.0,35.0,1.0,25863,0.109138459
2007,taney,Non-human activity,,,,missouri,29213.0,36.68,-93.1,0.0,0.0,0.0,1.0,0.0,48020,0.987723925
2012,columbiana,Human infections,1.0,0.0,0.0,ohio,39029.0,40.77,-80.76,,,,,,"106,620",0.670582723
2009,lucas,Human infections,1.0,0.0,0.0,ohio,39095.0,41.66,-83.58,0.0,0.0,0.0,0.0,0.0,442603,1.385647363
2022,sutter,Human infections and non-human activity,1.0,1.0,0.0,california,6101.0,39.05,-121.61,,,,,,,
2022,iberia,Non-human activity,,,,louisiana,22045.0,29.75649985,-91.76305555,,,,,,,
2014,lubbock,Human infections,7.0,4.0,1.0,texas,48303.0,33.59,-101.85,,,,,,"294,433",1.621596616
2007,richmond,Human infections and non-human activity,2.0,2.0,0.0,new york,36085.0,40.63,-74.09,2.0,9.0,11.0,32.0,0.0,459642,1.100156403
2011,roanoke city,Human infections,1.0,1.0,0.0,virginia,51770.0,37.27848563,-79.95808375,,,,,,"96,782",0.937566066
2014,mercer,Human infections,1.0,1.0,0.0,north dakota,38057.0,47.31,-101.38,0.0,0.0,0.0,0.0,0.0,"8,712",-0.061322181
2021,madison,Non-human activity,,,,illinois,17119.0,38.8,-89.96,0.0,0.0,0.0,0.0,0.0,"264,490",1.130800657
2022,tarrant,Human infections and non-human activity,4.0,3.0,0.0,texas,48439.0,32.75,-97.33,,,,,,,
2009,hamilton,Non-human activity,,,,tennessee,47065.0,35.04,-85.32,0.0,0.0,0.0,0.0,0.0,332659,1.168823415
2017,wheeler,Human infections,1.0,1.0,0.0,texas,48483.0,35.44,-100.27,,,,,,"5,300",-0.778504757
2018,tipton,Non-human activity,,,,indiana,18159.0,40.28,-86.04,0.0,0.0,0.0,0.0,0.0,"15,112",-0.409502264
2015,price,Non-human activity,,,,wisconsin,55099.0,45.69,-90.39,1.0,0.0,1.0,0.0,0.0,"13,578",-0.119086846
2015,brazoria,Non-human activity,,,,texas,48039.0,29.16,-95.42,0.0,0.0,0.0,5.0,0.0,"345,227",1.865010644
2022,perry,Non-human activity,,,,pennsylvania,42099.0,40.41,-77.18,,,,,,,
2016,boone,Non-human activity,,,,illinois,17007.0,42.25,-88.84,1.0,0.0,1.0,0.0,0.0,"53,570",0.63927467
2017,st. clair,Human infections and non-human activity,1.0,1.0,0.0,illinois,17163.0,38.48,-90.0,0.0,0.0,0.0,27.0,0.0,"262,600",1.086120124
2018,columbia,Human infections and non-human activity,1.0,1.0,0.0,pennsylvania,42037.0,41.0,-76.45,1.0,0.0,1.0,0.0,2.0,"65,215",0.580096141
2016,polk,Non-human activity,,,,wisconsin,55095.0,45.45,-92.45,1.0,0.0,1.0,0.0,0.0,"43,224",0.495331402
2002,pinellas,Non-human activity,,,,florida,12103.0,27.98,-82.78,6.0,0.0,6.0,2.0,1.0,,
2023,montgomery,Non-human activity,0.0,0.0,0.0,indiana,18107.0,40.04,-86.89,,,,,,,
2014,pierce,Human infections,1.0,0.0,0.0,washington,53053.0,47.26,-122.44,0.0,0.0,0.0,0.0,0.0,"832,696",1.230557
2003,howard,Human infections and non-human activity,2.0,1.0,0.0,indiana,18067.0,40.53,-86.17,2.0,0.0,2.0,0.0,2.0,84538,-0.266986615
2019,greenville,Human infections and non-human activity,1.0,1.0,0.0,south carolina,45045.0,34.85,-82.4,1.0,0.0,1.0,0.0,0.0,"523,542",1.237382971
2012,haskell,Non-human activity,,,,texas,48207.0,33.15,-99.73,0.0,0.0,0.0,0.0,1.0,"5,885",-0.007653966
2004,dooly,Non-human activity,,,,georgia,13093.0,32.08,-83.79,0.0,1.0,1.0,0.0,0.0,12848,0.409784127
2018,rockcastle,Non-human activity,,,,kentucky,21203.0,37.36,-84.34,0.0,0.0,0.0,0.0,1.0,"16,823",-0.105545308
2002,lincoln,Non-human activity,,,,missouri,29113.0,38.97,-90.98,0.0,0.0,0.0,0.0,14.0,,
2004,wright,Human infections and non-human activity,3.0,0.0,0.0,minnesota,27171.0,45.17,-93.86,0.0,0.0,0.0,0.0,1.0,106998,0.631835824
2006,greenbrier,Non-human activity,,,,west virginia,54025.0,37.8,-80.43,0.0,1.0,1.0,0.0,0.0,35196,0.286962105
2006,platte,Human infections,9.0,1.0,3.0,nebraska,31141.0,41.43,-97.35,0.0,0.0,0.0,0.0,0.0,31100,-0.379344317
2013,davison,Human infections and non-human activity,3.0,1.0,1.0,south dakota,46035.0,43.73,-98.03,0.0,0.0,0.0,0.0,0.0,"19,941",-0.4089105
2010,henry,Human infections,1.0,1.0,0.0,georgia,13151.0,33.47,-84.06,0.0,0.0,0.0,0.0,0.0,203922,0.613746554
2018,mesa,Human infections,2.0,0.0,0.0,colorado,8077.0,39.08,-108.55,0.0,0.0,0.0,0.0,0.0,"152,951",1.823293331
2007,randolph,Human infections,1.0,0.0,0.0,north carolina,37151.0,35.71,-79.81,,,,,,138855,0.640013557
2015,butler,Non-human activity,,,,pennsylvania,42019.0,40.86,-79.89,0.0,0.0,0.0,0.0,0.0,"185,936",1.035871154
2003,salem city,Non-human activity,,,,virginia,51775.0,37.2864,-80.05547504,2.0,0.0,2.0,0.0,0.0,24465,-0.382895494
2012,ashtabula,Human infections and non-human activity,2.0,2.0,0.0,ohio,39007.0,41.73,-80.76,0.0,0.0,0.0,0.0,0.0,"100,252",0.861263979
2014,chatham,Non-human activity,,,,georgia,13051.0,32.08,-81.1,0.0,0.0,0.0,0.0,0.0,"282,201",0.949599274
2006,stone,Non-human activity,,,,missouri,29209.0,36.8,-93.47,0.0,0.0,0.0,0.0,1.0,31546,0.744612665
2019,riverside,Human infections and non-human activity,12.0,8.0,0.0,california,6065.0,33.99,-117.38,5.0,0.0,5.0,0.0,1.0,"2,470,546",3.219405873
2011,sacramento,Human infections and non-human activity,4.0,1.0,0.0,california,6067.0,38.59,-121.49,114.0,20.0,134.0,0.0,0.0,"1,433,730",1.844099694
2002,pope,Non-human activity,,,,illinois,17151.0,37.38,-88.54,0.0,0.0,0.0,0.0,2.0,,
2008,scott,Human infections and non-human activity,1.0,0.0,0.0,mississippi,28123.0,32.35,-89.47,0.0,0.0,0.0,0.0,1.0,28098,-0.435786274
2015,los angeles,Human infections and non-human activity,286.0,239.0,27.0,california,6037.0,33.97,-118.24,95.0,8.0,103.0,0.0,0.0,"10,085,416",4.189797696
2013,madison,Human infections and non-human activity,0.0,0.0,1.0,illinois,17119.0,38.8,-89.96,3.0,0.0,3.0,3.0,0.0,"267,268",1.130800657
2017,lincoln,Human infections and non-human activity,1.0,0.0,1.0,nebraska,31111.0,41.13,-100.77,0.0,0.0,0.0,0.0,0.0,"35,265",0.107286122
2003,hamilton,Human infections and non-human activity,1.0,1.0,0.0,iowa,19079.0,42.46,-93.81,2.0,0.0,2.0,0.0,0.0,16366,-0.112983846
2023,massac,Non-human activity,0.0,0.0,0.0,illinois,17127.0,37.15,-88.71,,,,,,,
2002,nassau,Human infections and non-human activity,11.0,10.0,0.0,new york,36059.0,40.75,-73.64,12.0,2.0,14.0,0.0,0.0,,
2002,fillmore,Non-human activity,,,,minnesota,27045.0,43.67,-92.08,0.0,0.0,0.0,0.0,19.0,,
2004,summit,Non-human activity,,,,ohio,39153.0,41.04,-81.52,0.0,0.0,0.0,16.0,0.0,545037,1.294318434
2002,kossuth,Non-human activity,,,,iowa,19109.0,43.07,-94.23,1.0,1.0,2.0,0.0,7.0,,
2002,shelby,Non-human activity,,,,iowa,19165.0,41.65,-95.32,1.0,0.0,1.0,0.0,9.0,,
2016,escambia,Human infections,2.0,1.0,1.0,florida,12033.0,30.43,-87.22,,,,,,"311,473",1.059946713
2016,vanderburgh,Human infections and non-human activity,2.0,2.0,0.0,indiana,18163.0,37.97,-87.57,0.0,0.0,0.0,0.0,0.0,"181,427",1.320369353
